record_id,season,date,team,opponent,player,runs,balls,fours,sixes,strike_rate,wickets,overs_bowled,economy
870,2024,2022-05-12,Mumbai Indians,Sunrisers Hyderabad,Jasprit Bumrah,6,12,1,0,50.0,0,2.3,7.72
871,2021,2024-12-23,Royal Challengers Bangalore,Delhi Capitals,Rajat Patidar,7,22,1,0,31.82,0,3.4,10.63
872,2023,2023-06-06,Sunrisers Hyderabad,Lucknow Super Giants,Pat Cummins,3,13,0,0,23.08,0,2.0,5.3
873,2022,2024-08-05,Mumbai Indians,Sunrisers Hyderabad,Hardik Pandya,1,52,0,0,1.92,0,2.5,10.98
874,2022,2024-02-12,Lucknow Super Giants,Royal Challengers Bangalore,Ravi Bishnoi,15,16,3,0,93.75,1,4.0,7.08
875,2024,2021-10-29,Kolkata Knight Riders,Gujarat Titans,Varun Chakravarthy,93,49,8,2,189.8,0,3.6,9.98
876,2022,2023-07-01,Kolkata Knight Riders,Chennai Super Kings,Rinku Singh,4,7,1,0,57.14,0,2.8,5.89
877,2021,2022-12-19,Sunrisers Hyderabad,Punjab Kings,Bhuvneshwar Kumar,81,49,3,3,165.31,0,2.4,9.07
878,2021,2023-04-15,Delhi Capitals,Chennai Super Kings,Axar Patel,22,22,5,0,100.0,0,1.1,5.51
879,2021,2023-11-23,Rajasthan Royals,Kolkata Knight Riders,Yashasvi Jaiswal,38,22,1,5,172.73,0,3.8,7.96
880,2023,2021-04-28,Chennai Super Kings,Royal Challengers Bangalore,Deepak Chahar,70,48,2,5,145.83,0,3.4,10.85
881,2025,2024-11-22,Gujarat Titans,Rajasthan Royals,Sai Sudharsan,13,22,3,0,59.09,0,1.3,9.98
882,2025,2024-12-01,Chennai Super Kings,Mumbai Indians,Devon Conway,24,57,3,2,42.11,2,1.2,9.35
883,2023,2024-03-28,Delhi Capitals,Gujarat Titans,David Warner,19,51,0,2,37.25,0,2.7,7.12
884,2025,2024-10-11,Rajasthan Royals,Sunrisers Hyderabad,Shimron Hetmyer,15,50,3,0,30.0,0,2.6,12.44
885,2021,2021-12-21,Royal Challengers Bangalore,Rajasthan Royals,Mohammed Siraj,2,23,0,0,8.7,1,3.1,10.83
886,2024,2021-09-01,Punjab Kings,Lucknow Super Giants,Arshdeep Singh,14,15,3,0,93.33,0,2.2,9.81
887,2022,2024-06-15,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,0,18,0,0,0.0,0,3.2,7.17
888,2022,2021-11-30,Delhi Capitals,Rajasthan Royals,Kuldeep Yadav,7,15,0,1,46.67,0,2.9,12.36
889,2023,2024-11-06,Royal Challengers Bangalore,Rajasthan Royals,Virat Kohli,13,20,3,0,65.0,0,2.0,9.8
890,2023,2024-04-29,Rajasthan Royals,Chennai Super Kings,Trent Boult,8,21,2,0,38.1,0,1.2,11.4
891,2023,2022-09-07,Kolkata Knight Riders,Rajasthan Royals,Rinku Singh,8,6,2,0,133.33,1,3.1,12.39
892,2023,2023-09-23,Lucknow Super Giants,Gujarat Titans,Nicholas Pooran,20,19,4,0,105.26,0,3.4,10.92
893,2022,2025-04-27,Punjab Kings,Kolkata Knight Riders,Kagiso Rabada,47,32,2,6,146.88,0,1.5,6.61
894,2022,2022-04-05,Kolkata Knight Riders,Gujarat Titans,Varun Chakravarthy,36,46,0,4,78.26,0,1.5,8.2
895,2025,2021-08-26,Kolkata Knight Riders,Chennai Super Kings,Rinku Singh,31,32,7,0,96.88,0,2.6,10.72
896,2021,2023-05-27,Lucknow Super Giants,Chennai Super Kings,Marcus Stoinis,1,6,0,0,16.67,0,3.3,7.23
897,2025,2024-04-15,Mumbai Indians,Chennai Super Kings,Rohit Sharma,43,52,1,3,82.69,0,3.3,11.98
898,2022,2022-02-11,Delhi Capitals,Sunrisers Hyderabad,Prithvi Shaw,3,20,0,0,15.0,0,1.4,11.47
899,2021,2024-02-12,Gujarat Titans,Delhi Capitals,Shubman Gill,53,61,2,0,86.89,2,1.1,8.45
900,2022,2025-01-31,Rajasthan Royals,Delhi Capitals,Jos Buttler,43,29,1,6,148.28,0,1.3,5.97
901,2023,2023-02-13,Rajasthan Royals,Chennai Super Kings,Ravichandran Ashwin,11,12,1,0,91.67,0,1.5,9.23
902,2025,2024-12-27,Royal Challengers Bangalore,Punjab Kings,Faf du Plessis,38,48,9,0,79.17,0,1.3,12.16
903,2023,2022-01-30,Delhi Capitals,Chennai Super Kings,Rishabh Pant,83,54,2,5,153.7,0,2.3,11.26
904,2024,2023-08-24,Chennai Super Kings,Royal Challengers Bangalore,Devon Conway,35,51,2,1,68.63,0,1.4,11.03
905,2023,2023-12-12,Rajasthan Royals,Gujarat Titans,Shimron Hetmyer,52,49,9,2,106.12,0,3.8,12.2
906,2024,2024-04-08,Sunrisers Hyderabad,Lucknow Super Giants,Aiden Markram,63,39,8,3,161.54,0,2.7,8.41
907,2025,2023-04-11,Kolkata Knight Riders,Chennai Super Kings,Rinku Singh,3,5,0,0,60.0,0,3.9,12.2
908,2021,2022-11-25,Rajasthan Royals,Sunrisers Hyderabad,Jos Buttler,18,34,4,0,52.94,0,3.5,5.62
909,2022,2021-05-24,Chennai Super Kings,Kolkata Knight Riders,Shivam Dube,54,49,5,0,110.2,0,3.0,5.76
910,2025,2023-04-19,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,2,14,0,0,14.29,0,3.5,8.37
911,2022,2024-03-16,Punjab Kings,Royal Challengers Bangalore,Kagiso Rabada,38,49,7,1,77.55,1,2.3,10.1
912,2021,2021-08-01,Delhi Capitals,Chennai Super Kings,David Warner,82,61,0,2,134.43,0,1.0,11.53
913,2024,2024-01-23,Gujarat Titans,Delhi Capitals,Rashid Khan,45,24,3,5,187.5,2,1.8,5.9
914,2024,2024-09-19,Royal Challengers Bangalore,Delhi Capitals,Rajat Patidar,7,8,1,0,87.5,1,3.9,9.8
915,2021,2024-11-27,Punjab Kings,Gujarat Titans,Jitesh Sharma,51,46,6,2,110.87,0,2.1,8.42
916,2023,2023-04-13,Chennai Super Kings,Royal Challengers Bangalore,Ruturaj Gaikwad,42,43,0,3,97.67,0,2.6,5.7
917,2025,2024-05-04,Mumbai Indians,Rajasthan Royals,Suryakumar Yadav,2,17,0,0,11.76,0,2.7,5.54
918,2024,2021-10-08,Mumbai Indians,Chennai Super Kings,Ishan Kishan,39,65,0,5,60.0,1,3.9,9.0
919,2023,2025-03-10,Sunrisers Hyderabad,Rajasthan Royals,Travis Head,12,48,3,0,25.0,1,2.5,9.02
920,2022,2024-07-14,Mumbai Indians,Punjab Kings,Hardik Pandya,4,60,1,0,6.67,0,2.4,11.93
921,2021,2024-11-30,Kolkata Knight Riders,Delhi Capitals,Varun Chakravarthy,24,14,2,2,171.43,0,1.4,7.41
922,2025,2025-01-28,Sunrisers Hyderabad,Mumbai Indians,Pat Cummins,15,29,3,0,51.72,2,2.7,12.76
923,2021,2024-04-25,Mumbai Indians,Kolkata Knight Riders,Ishan Kishan,100,60,1,7,166.67,0,1.9,12.3
924,2022,2023-04-15,Chennai Super Kings,Rajasthan Royals,Devon Conway,5,27,1,0,18.52,0,2.4,12.69
925,2023,2024-06-08,Punjab Kings,Royal Challengers Bangalore,Shikhar Dhawan,5,36,1,0,13.89,0,3.6,12.17
926,2022,2024-10-01,Punjab Kings,Rajasthan Royals,Arshdeep Singh,40,65,5,1,61.54,0,2.5,7.2
927,2021,2022-08-15,Lucknow Super Giants,Mumbai Indians,Ravi Bishnoi,71,49,0,2,144.9,1,1.9,6.4
928,2024,2023-11-03,Chennai Super Kings,Delhi Capitals,Shivam Dube,11,47,2,0,23.4,0,2.6,11.42
929,2021,2021-11-08,Chennai Super Kings,Kolkata Knight Riders,Deepak Chahar,50,63,6,3,79.37,0,1.2,7.8
930,2025,2023-12-02,Punjab Kings,Kolkata Knight Riders,Kagiso Rabada,8,12,2,0,66.67,0,3.8,6.31
931,2022,2023-05-19,Rajasthan Royals,Mumbai Indians,Ravichandran Ashwin,11,8,2,0,137.5,0,1.6,5.37
932,2024,2022-03-27,Delhi Capitals,Rajasthan Royals,Anrich Nortje,4,10,1,0,40.0,0,1.9,10.61
933,2024,2022-09-14,Gujarat Titans,Kolkata Knight Riders,Mohammed Shami,3,16,0,0,18.75,0,3.3,6.45
934,2023,2024-04-01,Sunrisers Hyderabad,Gujarat Titans,Aiden Markram,20,49,5,0,40.82,2,2.7,11.45
935,2025,2025-04-20,Lucknow Super Giants,Kolkata Knight Riders,KL Rahul,74,47,9,2,157.45,0,4.0,12.34
936,2023,2022-01-28,Mumbai Indians,Kolkata Knight Riders,Hardik Pandya,40,36,1,6,111.11,0,3.2,12.71
937,2022,2022-06-22,Punjab Kings,Chennai Super Kings,Shikhar Dhawan,24,52,6,0,46.15,0,1.6,6.79
938,2022,2023-04-16,Lucknow Super Giants,Mumbai Indians,Ayush Badoni,4,6,1,0,66.67,0,2.9,8.67
939,2024,2023-08-21,Rajasthan Royals,Sunrisers Hyderabad,Ravichandran Ashwin,42,38,1,2,110.53,0,2.1,9.4
940,2022,2022-11-05,Gujarat Titans,Sunrisers Hyderabad,Rahul Tewatia,84,59,10,6,142.37,0,3.1,12.33
941,2021,2024-11-21,Chennai Super Kings,Royal Challengers Bangalore,Ruturaj Gaikwad,9,6,2,0,150.0,0,3.3,12.25
942,2021,2021-06-06,Punjab Kings,Lucknow Super Giants,Arshdeep Singh,37,47,6,2,78.72,0,2.4,8.1
943,2022,2023-11-07,Punjab Kings,Chennai Super Kings,Jitesh Sharma,58,31,10,3,187.1,0,2.1,6.9
944,2023,2023-07-29,Delhi Capitals,Rajasthan Royals,Axar Patel,30,48,0,5,62.5,0,1.1,11.21
945,2025,2022-03-16,Lucknow Super Giants,Rajasthan Royals,Ayush Badoni,55,41,3,6,134.15,0,2.9,11.5
946,2025,2023-06-09,Sunrisers Hyderabad,Royal Challengers Bangalore,Pat Cummins,22,51,5,0,43.14,0,2.3,5.96
947,2022,2024-06-25,Gujarat Titans,Chennai Super Kings,Mohammed Shami,50,55,10,1,90.91,1,1.5,7.65
948,2021,2021-04-24,Chennai Super Kings,Mumbai Indians,Shivam Dube,75,45,2,0,166.67,0,2.6,12.59
949,2025,2021-12-24,Sunrisers Hyderabad,Mumbai Indians,Pat Cummins,45,34,2,3,132.35,0,1.7,6.67
950,2022,2021-07-15,Sunrisers Hyderabad,Delhi Capitals,Pat Cummins,5,22,1,0,22.73,0,2.7,5.99
951,2024,2022-01-16,Lucknow Super Giants,Chennai Super Kings,KL Rahul,16,23,2,1,69.57,0,3.5,12.14
952,2022,2021-05-15,Sunrisers Hyderabad,Chennai Super Kings,Aiden Markram,4,31,1,0,12.9,0,2.3,11.96
953,2024,2021-04-21,Royal Challengers Bangalore,Kolkata Knight Riders,Glenn Maxwell,22,62,5,0,35.48,0,2.0,7.84
954,2025,2022-02-19,Lucknow Super Giants,Gujarat Titans,KL Rahul,32,38,1,3,84.21,0,2.6,9.14
955,2022,2022-06-19,Kolkata Knight Riders,Sunrisers Hyderabad,Shreyas Iyer,5,6,1,0,83.33,0,3.1,6.16
956,2023,2023-03-15,Punjab Kings,Kolkata Knight Riders,Shikhar Dhawan,70,50,10,4,140.0,0,3.4,8.51
957,2024,2022-05-11,Kolkata Knight Riders,Rajasthan Royals,Rinku Singh,91,48,4,6,189.58,0,3.4,9.67
958,2022,2023-10-01,Kolkata Knight Riders,Gujarat Titans,Sunil Narine,34,32,5,1,106.25,0,2.3,9.51
959,2023,2021-06-09,Chennai Super Kings,Gujarat Titans,MS Dhoni,32,37,8,0,86.49,0,3.5,10.1
960,2025,2021-11-21,Rajasthan Royals,Punjab Kings,Sanju Samson,20,16,5,0,125.0,0,1.2,10.19
961,2023,2021-04-20,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,44,25,0,5,176.0,0,2.7,7.64
962,2022,2022-11-02,Gujarat Titans,Chennai Super Kings,Rahul Tewatia,27,43,6,0,62.79,0,1.8,9.82
963,2021,2023-09-09,Lucknow Super Giants,Sunrisers Hyderabad,Ravi Bishnoi,20,25,3,1,80.0,0,2.5,5.56
964,2023,2023-10-15,Sunrisers Hyderabad,Chennai Super Kings,Abhishek Sharma,19,15,4,0,126.67,0,1.1,5.34
965,2025,2021-12-25,Mumbai Indians,Gujarat Titans,Ishan Kishan,51,58,0,0,87.93,0,1.0,8.77
966,2024,2023-03-10,Delhi Capitals,Rajasthan Royals,Axar Patel,5,30,1,0,16.67,0,1.1,7.47
967,2024,2024-09-17,Punjab Kings,Chennai Super Kings,Jitesh Sharma,0,11,0,0,0.0,1,1.4,12.75
968,2024,2022-04-27,Kolkata Knight Riders,Royal Challengers Bangalore,Shreyas Iyer,47,51,8,0,92.16,2,3.6,7.17
969,2021,2021-09-01,Chennai Super Kings,Mumbai Indians,Ravindra Jadeja,21,21,5,0,100.0,0,1.5,6.25
970,2024,2022-01-29,Chennai Super Kings,Kolkata Knight Riders,Ravindra Jadeja,74,53,6,7,139.62,0,2.6,7.03
971,2024,2025-05-06,Punjab Kings,Delhi Capitals,Jitesh Sharma,28,35,1,4,80.0,1,3.1,7.88
972,2022,2024-01-08,Kolkata Knight Riders,Chennai Super Kings,Shreyas Iyer,6,8,0,1,75.0,0,2.2,8.91
973,2023,2023-01-02,Kolkata Knight Riders,Lucknow Super Giants,Venkatesh Iyer,39,53,7,1,73.58,1,1.3,6.19
974,2023,2024-02-16,Sunrisers Hyderabad,Gujarat Titans,Bhuvneshwar Kumar,25,17,3,1,147.06,0,1.5,7.53
975,2025,2021-11-06,Chennai Super Kings,Kolkata Knight Riders,Shivam Dube,14,52,3,0,26.92,1,1.6,5.42
976,2025,2021-11-29,Punjab Kings,Rajasthan Royals,Jitesh Sharma,70,64,1,5,109.38,0,1.5,9.02
977,2025,2022-10-11,Rajasthan Royals,Mumbai Indians,Shimron Hetmyer,6,28,0,1,21.43,1,2.3,7.43
978,2024,2024-08-27,Royal Challengers Bangalore,Rajasthan Royals,Dinesh Karthik,66,36,6,1,183.33,0,2.9,12.49
979,2022,2024-06-22,Chennai Super Kings,Mumbai Indians,Ruturaj Gaikwad,15,22,1,1,68.18,0,3.6,10.52
980,2024,2022-06-25,Sunrisers Hyderabad,Punjab Kings,Abhishek Sharma,88,51,4,7,172.55,0,3.4,7.84
981,2023,2021-04-07,Lucknow Super Giants,Delhi Capitals,Ravi Bishnoi,5,11,1,0,45.45,1,3.6,10.43
982,2022,2022-04-19,Rajasthan Royals,Chennai Super Kings,Jos Buttler,29,26,2,0,111.54,0,2.3,5.36
983,2023,2021-04-20,Chennai Super Kings,Kolkata Knight Riders,Deepak Chahar,45,43,7,0,104.65,0,1.7,6.03
984,2021,2024-03-11,Lucknow Super Giants,Delhi Capitals,Nicholas Pooran,21,37,2,1,56.76,0,3.4,7.75
985,2024,2024-12-19,Rajasthan Royals,Lucknow Super Giants,Yashasvi Jaiswal,32,36,5,2,88.89,0,2.1,10.6
986,2025,2022-10-05,Lucknow Super Giants,Punjab Kings,KL Rahul,66,48,10,0,137.5,0,2.2,6.87
987,2022,2022-08-14,Rajasthan Royals,Gujarat Titans,Sanju Samson,55,41,5,3,134.15,1,1.6,12.46
988,2021,2024-03-15,Delhi Capitals,Lucknow Super Giants,Prithvi Shaw,16,16,4,0,100.0,1,2.2,8.37
989,2023,2024-06-30,Delhi Capitals,Kolkata Knight Riders,Rishabh Pant,43,38,9,1,113.16,0,2.4,12.56
990,2023,2024-01-17,Delhi Capitals,Chennai Super Kings,Rishabh Pant,87,64,2,7,135.94,0,2.6,7.4
991,2025,2022-11-12,Royal Challengers Bangalore,Rajasthan Royals,Rajat Patidar,9,9,0,1,100.0,0,1.8,9.71
992,2021,2023-08-30,Punjab Kings,Delhi Capitals,Shikhar Dhawan,42,27,0,0,155.56,0,2.1,7.35
993,2025,2025-03-31,Gujarat Titans,Royal Challengers Bangalore,Shubman Gill,9,22,2,0,40.91,0,1.2,6.86
994,2024,2024-10-26,Rajasthan Royals,Kolkata Knight Riders,Trent Boult,27,29,6,0,93.1,1,3.8,9.74
995,2022,2023-01-21,Lucknow Super Giants,Sunrisers Hyderabad,Ravi Bishnoi,74,56,2,3,132.14,0,2.2,6.72
996,2023,2024-10-08,Chennai Super Kings,Rajasthan Royals,Devon Conway,23,34,5,0,67.65,0,2.6,10.48
997,2025,2023-08-24,Rajasthan Royals,Gujarat Titans,Yashasvi Jaiswal,53,34,6,4,155.88,0,2.7,12.48
998,2024,2022-12-11,Chennai Super Kings,Kolkata Knight Riders,Devon Conway,31,55,7,0,56.36,0,2.6,9.5
999,2023,2023-07-05,Mumbai Indians,Punjab Kings,Suryakumar Yadav,0,47,0,0,0.0,1,1.3,7.25
1000,2021,2024-06-02,Rajasthan Royals,Chennai Super Kings,Yashasvi Jaiswal,42,35,0,1,120.0,1,3.0,10.82 
